2017-04-07 11:53:03 -> 支付id：1,充值的游戏渠道：tmfyol_60168_308,支付ip地址：117.171.211.59,手机imei码：863904030111834;
2017-04-16 02:16:43 -> 支付id：1,充值的游戏渠道：zlcs_60147_169,支付ip地址：1.204.138.210,手机imei码：869515021714768;
2017-04-16 04:40:05 -> 支付id：1,充值的游戏渠道：qyxxc_60174_225,支付ip地址：49.92.174.206,手机imei码：863681036533134;
2017-04-16 06:38:15 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：112.5.237.115,手机imei码：862966031279333;
2017-04-16 07:16:13 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：49.83.133.23,手机imei码：869410022279039;
2017-04-16 08:48:27 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:48:27 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:49:33 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:49:33 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:49:40 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:49:40 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:50:08 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:50:08 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:50:29 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:50:29 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:50:40 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 08:50:40 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：39.81.153.164,手机imei码：867750021366952;
2017-04-16 09:17:10 -> 支付id：1,充值的游戏渠道：qyxxc_60174_169,支付ip地址：59.174.177.164,手机imei码：359786059445404;
2017-04-16 09:20:18 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：117.174.246.90,手机imei码：863681038447135;
2017-04-16 09:22:35 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：223.104.95.176,手机imei码：861936030233244;
2017-04-16 09:24:20 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：117.174.246.90,手机imei码：863681038447135;
2017-04-16 09:26:18 -> 支付id：1,充值的游戏渠道：qyxxc_60174_169,支付ip地址：59.174.177.164,手机imei码：359786059445404;
2017-04-16 09:53:43 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：117.31.48.216,手机imei码：862966031279333;
2017-04-16 09:55:58 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：183.195.146.77,手机imei码：863292030562358;
2017-04-16 10:17:22 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-16 10:17:23 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-16 10:17:36 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-16 10:17:49 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-16 10:35:54 -> 支付id：1,充值的游戏渠道：szol_60153_168,支付ip地址：14.220.238.159,手机imei码：866469024793747;
2017-04-16 10:35:56 -> 支付id：1,充值的游戏渠道：szol_60153_168,支付ip地址：14.220.238.159,手机imei码：866469024793747;
2017-04-16 11:46:16 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：114.218.236.154,手机imei码：863982031441871;
2017-04-16 12:19:13 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：39.187.53.9,手机imei码：861206039497202;
2017-04-16 12:19:14 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：39.187.53.9,手机imei码：861206039497202;
2017-04-16 12:31:11 -> 支付id：1,充值的游戏渠道：qyxxc_60174_304,支付ip地址：117.136.45.255,手机imei码：866673023424333;
2017-04-16 12:56:04 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：114.229.179.116,手机imei码：860443032722564;
2017-04-16 13:35:54 -> 支付id：1,充值的游戏渠道：gmdl_60181_292,支付ip地址：180.140.146.23,手机imei码：868961020085100;
2017-04-16 13:36:25 -> 支付id：1,充值的游戏渠道：gmdl_60181_292,支付ip地址：180.140.146.23,手机imei码：868961020085100;
2017-04-16 13:36:49 -> 支付id：1,充值的游戏渠道：gmdl_60181_292,支付ip地址：180.140.146.23,手机imei码：868961020085100;
2017-04-16 13:37:14 -> 支付id：1,充值的游戏渠道：gmdl_60181_292,支付ip地址：180.140.146.23,手机imei码：868961020085100;
2017-04-16 13:58:49 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.17.235.128,手机imei码：861206039497202;
2017-04-16 13:58:49 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：112.17.235.128,手机imei码：861206039497202;
2017-04-16 14:01:34 -> 支付id：1,充值的游戏渠道：tmfyol_60168_269,支付ip地址：60.189.223.99,手机imei码：864022031174252;
2017-04-16 14:30:28 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：27.155.38.127,手机imei码：862609037439457;
2017-04-16 14:31:50 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.22,手机imei码：863046036603818;
2017-04-16 14:31:50 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.22,手机imei码：863046036603818;
2017-04-16 14:31:56 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.22,手机imei码：863046036603818;
2017-04-16 14:32:05 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.22,手机imei码：863046036603818;
2017-04-16 14:39:31 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：110.153.247.43,手机imei码：860903039843564;
2017-04-16 14:39:32 -> 支付id：1,充值的游戏渠道：zlcs_60147_305,支付ip地址：110.153.247.43,手机imei码：860903039843564;
2017-04-16 15:47:27 -> 支付id：1,充值的游戏渠道：ht_60172_225,支付ip地址：110.89.246.205,手机imei码：861136034596585;
2017-04-16 16:30:11 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：36.149.20.30,手机imei码：869410022279039;
2017-04-16 16:57:31 -> 支付id：1,充值的游戏渠道：mhsw_60137_241,支付ip地址：113.129.111.223,手机imei码：A100004C47C48E;
2017-04-16 17:06:20 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：111.59.81.29,手机imei码：862177035611261;
2017-04-16 17:20:10 -> 支付id：1,充值的游戏渠道：zmq_60142_290,支付ip地址：101.24.10.200,手机imei码：865372026627452;
2017-04-16 17:49:32 -> 支付id：1,充值的游戏渠道：jxws_60165_246,支付ip地址：113.214.212.171,手机imei码：865166029643379;
2017-04-16 18:21:46 -> 支付id：1,充值的游戏渠道：qyxxc_60174_304,支付ip地址：49.89.13.198,手机imei码：866673023424333;
2017-04-16 18:22:36 -> 支付id：1,充值的游戏渠道：qyxxc_60174_304,支付ip地址：49.89.13.198,手机imei码：866673023424333;
2017-04-16 18:29:22 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：223.104.185.183,手机imei码：359596065661807;
2017-04-16 19:11:04 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：122.193.67.29,手机imei码：863982031441871;
2017-04-16 19:11:27 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：122.193.67.29,手机imei码：863982031441871;
2017-04-16 19:11:49 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：122.193.67.29,手机imei码：863982031441871;
2017-04-16 20:31:00 -> 支付id：1,充值的游戏渠道：qyxxc_60174_269,支付ip地址：221.225.26.19,手机imei码：99000619647925;
2017-04-16 20:46:35 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：117.136.75.222,手机imei码：861851035806045;
2017-04-16 20:46:52 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：117.136.75.222,手机imei码：861851035806045;
2017-04-16 20:47:10 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：111.59.81.29,手机imei码：862177035611261;
2017-04-16 20:47:25 -> 支付id：1,充值的游戏渠道：default,支付ip地址：42.199.57.44,手机imei码：868715028754897;
2017-04-16 20:47:25 -> 支付id：1,充值的游戏渠道：default,支付ip地址：42.199.57.44,手机imei码：868715028754897;
2017-04-16 20:47:32 -> 支付id：1,充值的游戏渠道：qyxxc_60174_269,支付ip地址：221.225.26.19,手机imei码：99000619647925;
2017-04-16 21:08:40 -> 支付id：1,充值的游戏渠道：tmfyol_60168_225,支付ip地址：122.96.41.226,手机imei码：860709031988731;
2017-04-16 21:13:36 -> 支付id：1,充值的游戏渠道：qyxxc_60174_169,支付ip地址：182.137.241.44,手机imei码：862085036341103;
2017-04-16 21:15:33 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 21:15:33 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 21:15:40 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 21:15:52 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:04:09 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：171.42.228.218,手机imei码：862387030572885;
2017-04-16 22:04:09 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：171.42.228.218,手机imei码：862387030572885;
2017-04-16 22:04:17 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：171.42.228.218,手机imei码：862387030572885;
2017-04-16 22:04:33 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：171.42.228.218,手机imei码：862387030572885;
2017-04-16 22:14:33 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：171.42.228.218,手机imei码：862387030572885;
2017-04-16 22:14:33 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：171.42.228.218,手机imei码：862387030572885;
2017-04-16 22:14:40 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：171.42.228.218,手机imei码：862387030572885;
2017-04-16 22:14:55 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：171.42.228.218,手机imei码：862387030572885;
2017-04-16 22:17:20 -> 支付id：1,充值的游戏渠道：mhsw_60137_306,支付ip地址：27.17.128.40,手机imei码：867993027460474;
2017-04-16 22:20:03 -> 支付id：1,充值的游戏渠道：zlcs_60147_241,支付ip地址：117.150.172.83,手机imei码：862097037277533;
2017-04-16 22:20:03 -> 支付id：1,充值的游戏渠道：zlcs_60147_241,支付ip地址：117.150.172.83,手机imei码：862097037277533;
2017-04-16 22:20:16 -> 支付id：1,充值的游戏渠道：zlcs_60147_241,支付ip地址：117.150.172.83,手机imei码：862097037277533;
2017-04-16 22:20:24 -> 支付id：1,充值的游戏渠道：zlcs_60147_241,支付ip地址：117.150.172.83,手机imei码：862097037277533;
2017-04-16 22:24:39 -> 支付id：1,充值的游戏渠道：qyxxc_60174_225,支付ip地址：121.239.225.226,手机imei码：863681036533134;
2017-04-16 22:29:49 -> 支付id：1,充值的游戏渠道：qyxxc_60174_225,支付ip地址：121.239.225.226,手机imei码：863681036533134;
2017-04-16 22:47:16 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:47:17 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:47:22 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:47:35 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:55:36 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:55:36 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:55:41 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:56:00 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:57:14 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:57:15 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:57:19 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 22:57:29 -> 支付id：1,充值的游戏渠道：jzcq_60129_169,支付ip地址：171.82.166.121,手机imei码：863046036603818;
2017-04-16 23:38:45 -> 支付id：1,充值的游戏渠道：szol_60153_306,支付ip地址：222.135.135.123,手机imei码：865490020275860;
2017-04-16 23:38:45 -> 支付id：1,充值的游戏渠道：szol_60153_306,支付ip地址：222.135.135.123,手机imei码：865490020275860;
2017-04-17 00:02:23 -> 支付id：1,充值的游戏渠道：qyxxc_60174_241,支付ip地址：220.166.162.209,手机imei码：861761033042487;
2017-04-17 00:05:20 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：49.83.203.79,手机imei码：869410022279039;
2017-04-17 00:27:59 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：223.104.94.244,手机imei码：861936030233244;
2017-04-17 00:29:23 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：223.104.94.244,手机imei码：861936030233244;
2017-04-17 00:30:20 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：27.155.38.127,手机imei码：862609037439457;
2017-04-17 02:23:58 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.192,手机imei码：862813038901693;
2017-04-17 02:23:59 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.192,手机imei码：862813038901693;
2017-04-17 02:24:04 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.192,手机imei码：862813038901693;
2017-04-17 02:24:12 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.192,手机imei码：862813038901693;
2017-04-17 03:03:15 -> 支付id：1,充值的游戏渠道：qyxxc_60174_225,支付ip地址：49.92.174.206,手机imei码：863681036533134;
2017-04-17 03:10:08 -> 支付id：1,充值的游戏渠道：qyxxc_60174_225,支付ip地址：121.239.225.226,手机imei码：863681036533134;
2017-04-17 04:44:56 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：14.25.243.112,手机imei码：863895030198872;
2017-04-17 04:45:17 -> 支付id：1,充值的游戏渠道：qyxxc_60174_225,支付ip地址：121.239.225.226,手机imei码：863681036533134;
2017-04-17 05:05:17 -> 支付id：1,充值的游戏渠道：qyxxc_60174_225,支付ip地址：121.239.225.226,手机imei码：863681036533134;
2017-04-17 05:18:22 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：223.104.6.115,手机imei码：862966031279333;
2017-04-17 08:04:11 -> 支付id：1,充值的游戏渠道：tmfyol_60168_290,支付ip地址：113.27.233.236,手机imei码：869435023876459;
2017-04-17 08:57:25 -> 支付id：1,充值的游戏渠道：zlcs_60147_241,支付ip地址：117.136.81.108,手机imei码：862097037277533;
2017-04-17 08:57:25 -> 支付id：1,充值的游戏渠道：zlcs_60147_241,支付ip地址：117.136.81.108,手机imei码：862097037277533;
2017-04-17 08:57:30 -> 支付id：1,充值的游戏渠道：zlcs_60147_241,支付ip地址：117.136.81.108,手机imei码：862097037277533;
2017-04-17 08:57:37 -> 支付id：1,充值的游戏渠道：zlcs_60147_241,支付ip地址：117.136.81.108,手机imei码：862097037277533;
2017-04-17 10:33:07 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-17 10:33:07 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：49.114.240.39,手机imei码：868565021505543;
2017-04-17 10:58:04 -> 支付id：1,充值的游戏渠道：tmfyol_60168_241,支付ip地址：171.210.17.70,手机imei码：354734080327824;
2017-04-17 11:43:06 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：106.121.110.74,手机imei码：A0000060AFADEE;
2017-04-17 11:50:10 -> 支付id：1,充值的游戏渠道：mhsw_60137_307,支付ip地址：223.96.159.164,手机imei码：863206033749721;
2017-04-17 11:50:51 -> 支付id：1,充值的游戏渠道：tmfyol_60168_283,支付ip地址：112.224.20.122,手机imei码：359596065661807;
2017-04-17 12:43:10 -> 支付id：1,充值的游戏渠道：qyxxc_60174_269,支付ip地址：117.136.14.229,手机imei码：862350033053139;
2017-04-17 12:43:32 -> 支付id：1,充值的游戏渠道：qyxxc_60174_269,支付ip地址：117.136.14.229,手机imei码：862350033053139;
2017-04-17 13:47:32 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:47:33 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:47:49 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:48:14 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:48:24 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:48:24 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:48:34 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:48:44 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:48:54 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 13:48:54 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：36.184.163.207,手机imei码：868565021505543;
2017-04-17 14:13:00 -> 支付id：1,充值的游戏渠道：default,支付ip地址：59.40.167.97,手机imei码：864394010742122;
2017-04-17 14:36:28 -> 支付id：1,充值的游戏渠道：ssss_60196_348,支付ip地址：59.40.167.97,手机imei码：864394010742122;
2017-04-17 15:06:18 -> 支付id：1,充值的游戏渠道：tmfyol_60168_269,支付ip地址：113.57.250.12,手机imei码：868721024017339;
2017-04-17 15:11:40 -> 支付id：1,充值的游戏渠道：qyxxc_60174_241,支付ip地址：117.136.98.150,手机imei码：866940027454933;
2017-04-17 15:13:34 -> 支付id：1,充值的游戏渠道：qyxxc_60174_241,支付ip地址：117.136.98.150,手机imei码：866940027454933;
2017-04-17 15:13:51 -> 支付id：1,充值的游戏渠道：qyxxc_60174_269,支付ip地址：221.225.26.19,手机imei码：99000619647925;
2017-04-17 15:16:48 -> 支付id：1,充值的游戏渠道：qyxxc_60174_241,支付ip地址：117.136.98.150,手机imei码：866940027454933;
2017-04-17 15:23:38 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：27.155.38.127,手机imei码：862609037439457;
2017-04-17 16:03:29 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：223.104.24.104,手机imei码：861936030233244;
2017-04-17 16:36:09 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：861980032991169;
2017-04-17 16:36:24 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：861980032991169;
2017-04-17 16:36:33 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：861980032991169;
2017-04-17 16:36:57 -> 支付id：1,充值的游戏渠道：szol_60153_304,支付ip地址：39.128.54.51,手机imei码：866789021661609;
2017-04-17 16:52:03 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：861980032991169;
2017-04-17 16:52:13 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：861980032991169;
2017-04-17 16:52:22 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：861980032991169;
2017-04-17 16:57:07 -> 支付id：1,充值的游戏渠道：tmfyol_60168_290,支付ip地址：118.80.101.223,手机imei码：869435023876459;
2017-04-17 16:57:35 -> 支付id：1,充值的游戏渠道：tmfyol_60168_290,支付ip地址：118.80.101.223,手机imei码：869435023876459;
2017-04-17 16:59:52 -> 支付id：1,充值的游戏渠道：tmfyol_60168_257,支付ip地址：27.187.115.65,手机imei码：861579039447223;
2017-04-17 17:00:36 -> 支付id：1,充值的游戏渠道：tmfyol_60168_257,支付ip地址：27.187.115.65,手机imei码：861579039447223;
2017-04-17 17:01:11 -> 支付id：1,充值的游戏渠道：tmfyol_60168_257,支付ip地址：27.187.115.65,手机imei码：861579039447223;
2017-04-17 17:01:44 -> 支付id：1,充值的游戏渠道：default,支付ip地址：119.137.54.121,手机imei码：863934037700362;
2017-04-17 17:34:00 -> 支付id：1,充值的游戏渠道：eva_60170_309,支付ip地址：183.65.42.107,手机imei码：869231027873661;
2017-04-17 17:37:01 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：866963027967068;
2017-04-17 17:38:20 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：866963027967068;
2017-04-17 17:38:42 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：866963027967068;
2017-04-17 17:40:52 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：866963027967068;
2017-04-17 17:43:01 -> 支付id：1,充值的游戏渠道：default,支付ip地址：218.19.207.16,手机imei码：866963027967068;
2017-04-17 17:49:04 -> 支付id：1,充值的游戏渠道：default,支付ip地址：59.40.167.97,手机imei码：860714234991953;
2017-04-17 17:59:17 -> 支付id：1,充值的游戏渠道：default,支付ip地址：59.40.167.97,手机imei码：864394010742122;
2017-04-17 18:01:13 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：112.38.187.116,手机imei码：861601030130515;
2017-04-17 18:14:56 -> 支付id：1,充值的游戏渠道：szol_60153_168,支付ip地址：223.245.79.183,手机imei码：868030023381922;
2017-04-17 18:14:57 -> 支付id：1,充值的游戏渠道：szol_60153_168,支付ip地址：223.245.79.183,手机imei码：868030023381922;
2017-04-17 18:34:34 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：113.201.79.42,手机imei码：863893036767097;
2017-04-17 18:40:09 -> 支付id：1,充值的游戏渠道：yhqj_60178_304,支付ip地址：117.136.64.18,手机imei码：863332035202863;
2017-04-17 18:42:46 -> 支付id：1,充值的游戏渠道：yhqj_60178_307,支付ip地址：219.70.176.113,手机imei码：356150060298448;
2017-04-17 18:48:29 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：60.255.171.111,手机imei码：000000000000000;
2017-04-17 19:08:23 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：59.40.167.97,手机imei码：352514010226136;
2017-04-17 19:13:03 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：113.201.79.42,手机imei码：863893036767097;
2017-04-17 19:13:09 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：113.201.79.42,手机imei码：863893036767097;
2017-04-17 19:19:05 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:19:25 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:19:36 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:19:51 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:21:38 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：119.100.10.245,手机imei码：867747017311638;
2017-04-17 19:22:19 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:22:34 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:22:54 -> 支付id：1,充值的游戏渠道：yhqj_60178_168,支付ip地址：223.104.26.26,手机imei码：862823032217350;
2017-04-17 19:23:13 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：113.201.79.42,手机imei码：863893036767097;
2017-04-17 19:23:44 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:24:52 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:25:12 -> 支付id：1,充值的游戏渠道：yhqj_60178_305,支付ip地址：119.100.10.245,手机imei码：867747017311638;
2017-04-17 19:25:23 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:25:34 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:26:08 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:26:53 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-17 19:27:19 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：111.172.233.4,手机imei码：864429033531480;
2017-04-17 19:30:02 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:30:17 -> 支付id：1,充值的游戏渠道：yhqj_60178_306,支付ip地址：39.86.111.207,手机imei码：864895029588892;
2017-04-17 19:32:12 -> 支付id：1,充值的游戏渠道：default,支付ip地址：59.40.167.97,手机imei码：864394010742122;
2017-04-17 19:35:19 -> 支付id：1,充值的游戏渠道：default,支付ip地址：59.40.167.97,手机imei码：864394010742122;
